Region,FullDate1,TotalSales,Textbox106,Textbox108
LA,7/11/2024 12:00:00 AM,$154.00,Total for LA,"$238,934.00"
LA,7/21/2024 12:00:00 AM,"$4,585.00",Total for LA,"$238,934.00"
LA,7/25/2024 12:00:00 AM,"$1,426.00",Total for LA,"$238,934.00"
LA,7/26/2024 12:00:00 AM,$204.00,Total for LA,"$238,934.00"
LA,8/13/2024 12:00:00 AM,"$1,824.00",Total for LA,"$238,934.00"
LA,8/20/2024 12:00:00 AM,"$2,064.00",Total for LA,"$238,934.00"
LA,9/5/2024 12:00:00 AM,"$1,700.00",Total for LA,"$238,934.00"
LA,9/15/2024 12:00:00 AM,"$1,488.00",Total for LA,"$238,934.00"
LA,9/25/2024 12:00:00 AM,"$2,040.00",Total for LA,"$238,934.00"
LA,10/1/2024 12:00:00 AM,"$3,294.00",Total for LA,"$238,934.00"
LA,10/26/2024 12:00:00 AM,"$3,924.00",Total for LA,"$238,934.00"
LA,10/29/2024 12:00:00 AM,$46.00,Total for LA,"$238,934.00"
LA,11/4/2024 12:00:00 AM,$382.00,Total for LA,"$238,934.00"
LA,11/17/2024 12:00:00 AM,$54.00,Total for LA,"$238,934.00"
LA,11/25/2024 12:00:00 AM,$604.00,Total for LA,"$238,934.00"
LA,12/8/2024 12:00:00 AM,$300.00,Total for LA,"$238,934.00"
LA,12/10/2024 12:00:00 AM,$43.00,Total for LA,"$238,934.00"
LA,12/22/2024 12:00:00 AM,$340.00,Total for LA,"$238,934.00"
LA,12/24/2024 12:00:00 AM,"$1,050.00",Total for LA,"$238,934.00"
LA,12/29/2024 12:00:00 AM,$168.00,Total for LA,"$238,934.00"
LA,1/3/2025 12:00:00 AM,"$5,613.00",Total for LA,"$238,934.00"
LA,1/17/2025 12:00:00 AM,$708.00,Total for LA,"$238,934.00"
LA,1/23/2025 12:00:00 AM,$279.00,Total for LA,"$238,934.00"
LA,2/1/2025 12:00:00 AM,"$1,830.00",Total for LA,"$238,934.00"
LA,2/5/2025 12:00:00 AM,"$2,211.00",Total for LA,"$238,934.00"
LA,2/14/2025 12:00:00 AM,"$1,162.00",Total for LA,"$238,934.00"
LA,2/21/2025 12:00:00 AM,$248.00,Total for LA,"$238,934.00"
LA,2/25/2025 12:00:00 AM,$154.00,Total for LA,"$238,934.00"
LA,3/7/2025 12:00:00 AM,$68.00,Total for LA,"$238,934.00"
LA,3/12/2025 12:00:00 AM,$164.00,Total for LA,"$238,934.00"
LA,3/15/2025 12:00:00 AM,"$8,280.00",Total for LA,"$238,934.00"
LA,3/28/2025 12:00:00 AM,"$3,654.00",Total for LA,"$238,934.00"
LA,4/5/2025 12:00:00 AM,"$10,360.00",Total for LA,"$238,934.00"
LA,4/30/2025 12:00:00 AM,$200.00,Total for LA,"$238,934.00"
LA,5/3/2025 12:00:00 AM,"$3,312.00",Total for LA,"$238,934.00"
LA,5/4/2025 12:00:00 AM,$102.00,Total for LA,"$238,934.00"
LA,5/9/2025 12:00:00 AM,$564.00,Total for LA,"$238,934.00"
LA,5/10/2025 12:00:00 AM,"$3,992.00",Total for LA,"$238,934.00"
LA,5/13/2025 12:00:00 AM,$48.00,Total for LA,"$238,934.00"
LA,5/20/2025 12:00:00 AM,"$1,370.00",Total for LA,"$238,934.00"
LA,5/30/2025 12:00:00 AM,$432.00,Total for LA,"$238,934.00"
LA,6/18/2025 12:00:00 AM,"$4,149.00",Total for LA,"$238,934.00"
LA,6/26/2025 12:00:00 AM,$14.00,Total for LA,"$238,934.00"
LA,7/2/2025 12:00:00 AM,$89.00,Total for LA,"$238,934.00"
LA,7/12/2025 12:00:00 AM,$23.00,Total for LA,"$238,934.00"
LA,7/13/2025 12:00:00 AM,"$12,222.00",Total for LA,"$238,934.00"
LA,7/21/2025 12:00:00 AM,"$1,031.00",Total for LA,"$238,934.00"
LA,8/9/2025 12:00:00 AM,$633.00,Total for LA,"$238,934.00"
LA,8/21/2025 12:00:00 AM,$70.00,Total for LA,"$238,934.00"
LA,8/26/2025 12:00:00 AM,$8.00,Total for LA,"$238,934.00"
LA,9/7/2025 12:00:00 AM,"$3,822.00",Total for LA,"$238,934.00"
LA,9/13/2025 12:00:00 AM,$297.00,Total for LA,"$238,934.00"
LA,9/17/2025 12:00:00 AM,"$2,460.00",Total for LA,"$238,934.00"
LA,9/20/2025 12:00:00 AM,$114.00,Total for LA,"$238,934.00"
LA,9/22/2025 12:00:00 AM,"$1,468.00",Total for LA,"$238,934.00"
LA,9/25/2025 12:00:00 AM,"$5,457.00",Total for LA,"$238,934.00"
LA,9/26/2025 12:00:00 AM,$739.00,Total for LA,"$238,934.00"
LA,10/4/2025 12:00:00 AM,"$1,224.00",Total for LA,"$238,934.00"
LA,10/6/2025 12:00:00 AM,$723.00,Total for LA,"$238,934.00"
LA,10/21/2025 12:00:00 AM,$234.00,Total for LA,"$238,934.00"
LA,10/24/2025 12:00:00 AM,$64.00,Total for LA,"$238,934.00"
LA,10/28/2025 12:00:00 AM,$30.00,Total for LA,"$238,934.00"
LA,10/31/2025 12:00:00 AM,$218.00,Total for LA,"$238,934.00"
LA,12/11/2025 12:00:00 AM,$808.00,Total for LA,"$238,934.00"
LA,12/20/2025 12:00:00 AM,$39.00,Total for LA,"$238,934.00"
LA,12/22/2025 12:00:00 AM,"$2,565.00",Total for LA,"$238,934.00"
MA,1/11/2023 12:00:00 AM,$250.00,Total for MA,"$215,417.00"
MA,1/15/2023 12:00:00 AM,$334.00,Total for MA,"$215,417.00"
MA,1/31/2023 12:00:00 AM,$58.00,Total for MA,"$215,417.00"
MA,2/4/2023 12:00:00 AM,$121.00,Total for MA,"$215,417.00"
MA,2/5/2023 12:00:00 AM,$170.00,Total for MA,"$215,417.00"
MA,2/9/2023 12:00:00 AM,"$2,836.00",Total for MA,"$215,417.00"
MA,2/12/2023 12:00:00 AM,$13.00,Total for MA,"$215,417.00"
MA,2/15/2023 12:00:00 AM,$38.00,Total for MA,"$215,417.00"
MA,3/4/2023 12:00:00 AM,$488.00,Total for MA,"$215,417.00"
MA,3/9/2023 12:00:00 AM,$53.00,Total for MA,"$215,417.00"
MA,3/12/2023 12:00:00 AM,"$2,681.00",Total for MA,"$215,417.00"
MA,3/15/2023 12:00:00 AM,$921.00,Total for MA,"$215,417.00"
MA,3/19/2023 12:00:00 AM,"$1,799.00",Total for MA,"$215,417.00"
MA,3/22/2023 12:00:00 AM,"$1,092.00",Total for MA,"$215,417.00"
MA,4/5/2023 12:00:00 AM,$73.00,Total for MA,"$215,417.00"
MA,4/6/2023 12:00:00 AM,"$6,845.00",Total for MA,"$215,417.00"
MA,4/14/2023 12:00:00 AM,"$2,406.00",Total for MA,"$215,417.00"
MA,4/19/2023 12:00:00 AM,$46.00,Total for MA,"$215,417.00"
MA,4/24/2023 12:00:00 AM,$811.00,Total for MA,"$215,417.00"
MA,4/26/2023 12:00:00 AM,$119.00,Total for MA,"$215,417.00"
MA,4/28/2023 12:00:00 AM,"$14,360.00",Total for MA,"$215,417.00"
MA,5/1/2023 12:00:00 AM,$15.00,Total for MA,"$215,417.00"
MA,5/15/2023 12:00:00 AM,$28.00,Total for MA,"$215,417.00"
MA,5/20/2023 12:00:00 AM,$111.00,Total for MA,"$215,417.00"
MA,5/28/2023 12:00:00 AM,"$10,296.00",Total for MA,"$215,417.00"
MA,6/1/2023 12:00:00 AM,$800.00,Total for MA,"$215,417.00"
MA,6/3/2023 12:00:00 AM,"$1,502.00",Total for MA,"$215,417.00"
MA,6/5/2023 12:00:00 AM,$156.00,Total for MA,"$215,417.00"
MA,6/13/2023 12:00:00 AM,$982.00,Total for MA,"$215,417.00"
MA,6/25/2023 12:00:00 AM,$453.00,Total for MA,"$215,417.00"
MA,6/30/2023 12:00:00 AM,"$6,480.00",Total for MA,"$215,417.00"
MA,7/3/2023 12:00:00 AM,"$6,339.00",Total for MA,"$215,417.00"
MA,7/17/2023 12:00:00 AM,$356.00,Total for MA,"$215,417.00"
MA,7/28/2023 12:00:00 AM,$141.00,Total for MA,"$215,417.00"
MA,8/4/2023 12:00:00 AM,"$1,870.00",Total for MA,"$215,417.00"
MA,8/17/2023 12:00:00 AM,$27.00,Total for MA,"$215,417.00"
MA,8/29/2023 12:00:00 AM,"$1,953.00",Total for MA,"$215,417.00"
MA,9/3/2023 12:00:00 AM,$983.00,Total for MA,"$215,417.00"
MA,9/13/2023 12:00:00 AM,"$5,499.00",Total for MA,"$215,417.00"
MA,9/17/2023 12:00:00 AM,"$10,536.00",Total for MA,"$215,417.00"
MA,9/22/2023 12:00:00 AM,$40.00,Total for MA,"$215,417.00"
MA,9/30/2023 12:00:00 AM,$214.00,Total for MA,"$215,417.00"
MA,10/10/2023 12:00:00 AM,$872.00,Total for MA,"$215,417.00"
MA,10/11/2023 12:00:00 AM,$93.00,Total for MA,"$215,417.00"
MA,10/19/2023 12:00:00 AM,$21.00,Total for MA,"$215,417.00"
MA,10/30/2023 12:00:00 AM,$500.00,Total for MA,"$215,417.00"
MA,11/11/2023 12:00:00 AM,"$1,676.00",Total for MA,"$215,417.00"
MA,11/20/2023 12:00:00 AM,$32.00,Total for MA,"$215,417.00"
MA,11/25/2023 12:00:00 AM,$130.00,Total for MA,"$215,417.00"
MA,12/9/2023 12:00:00 AM,$872.00,Total for MA,"$215,417.00"
MA,12/13/2023 12:00:00 AM,"$1,388.00",Total for MA,"$215,417.00"
MA,12/20/2023 12:00:00 AM,"$3,384.00",Total for MA,"$215,417.00"
MA,12/27/2023 12:00:00 AM,$111.00,Total for MA,"$215,417.00"
MA,12/29/2023 12:00:00 AM,$190.00,Total for MA,"$215,417.00"
MA,1/8/2024 12:00:00 AM,$360.00,Total for MA,"$215,417.00"
MA,1/13/2024 12:00:00 AM,$26.00,Total for MA,"$215,417.00"
MA,1/15/2024 12:00:00 AM,$204.00,Total for MA,"$215,417.00"
MA,1/31/2024 12:00:00 AM,$238.00,Total for MA,"$215,417.00"
MA,2/2/2024 12:00:00 AM,$517.00,Total for MA,"$215,417.00"
MA,2/14/2024 12:00:00 AM,"$7,328.00",Total for MA,"$215,417.00"
MA,2/19/2024 12:00:00 AM,$110.00,Total for MA,"$215,417.00"
MA,2/20/2024 12:00:00 AM,$402.00,Total for MA,"$215,417.00"
MA,3/4/2024 12:00:00 AM,$122.00,Total for MA,"$215,417.00"
MA,3/9/2024 12:00:00 AM,$74.00,Total for MA,"$215,417.00"
MA,3/12/2024 12:00:00 AM,$522.00,Total for MA,"$215,417.00"
MA,3/29/2024 12:00:00 AM,"$1,074.00",Total for MA,"$215,417.00"
MA,4/6/2024 12:00:00 AM,$716.00,Total for MA,"$215,417.00"
MA,4/7/2024 12:00:00 AM,$56.00,Total for MA,"$215,417.00"
MA,4/8/2024 12:00:00 AM,"$3,218.00",Total for MA,"$215,417.00"
MA,5/16/2024 12:00:00 AM,$63.00,Total for MA,"$215,417.00"
MA,5/20/2024 12:00:00 AM,"$1,372.00",Total for MA,"$215,417.00"
MA,5/31/2024 12:00:00 AM,$30.00,Total for MA,"$215,417.00"
MA,6/2/2024 12:00:00 AM,$100.00,Total for MA,"$215,417.00"
MA,6/13/2024 12:00:00 AM,$108.00,Total for MA,"$215,417.00"
MA,6/25/2024 12:00:00 AM,"$2,085.00",Total for MA,"$215,417.00"
MA,7/15/2024 12:00:00 AM,$201.00,Total for MA,"$215,417.00"
MA,7/18/2024 12:00:00 AM,"$1,626.00",Total for MA,"$215,417.00"
MA,7/21/2024 12:00:00 AM,$195.00,Total for MA,"$215,417.00"
MA,7/31/2024 12:00:00 AM,"$1,569.00",Total for MA,"$215,417.00"
MA,8/4/2024 12:00:00 AM,"$2,280.00",Total for MA,"$215,417.00"
MA,8/22/2024 12:00:00 AM,$235.00,Total for MA,"$215,417.00"
MA,8/27/2024 12:00:00 AM,$430.00,Total for MA,"$215,417.00"
MA,8/29/2024 12:00:00 AM,"$8,634.00",Total for MA,"$215,417.00"
MA,8/31/2024 12:00:00 AM,"$1,026.00",Total for MA,"$215,417.00"
MA,9/4/2024 12:00:00 AM,$808.00,Total for MA,"$215,417.00"
MA,9/21/2024 12:00:00 AM,"$2,262.00",Total for MA,"$215,417.00"
MA,9/23/2024 12:00:00 AM,"$1,726.00",Total for MA,"$215,417.00"
MA,9/24/2024 12:00:00 AM,"$1,776.00",Total for MA,"$215,417.00"
MA,9/25/2024 12:00:00 AM,$48.00,Total for MA,"$215,417.00"
MA,10/5/2024 12:00:00 AM,$428.00,Total for MA,"$215,417.00"
MA,10/20/2024 12:00:00 AM,$210.00,Total for MA,"$215,417.00"
MA,10/23/2024 12:00:00 AM,"$2,133.00",Total for MA,"$215,417.00"
MA,10/30/2024 12:00:00 AM,"$1,508.00",Total for MA,"$215,417.00"
MA,11/6/2024 12:00:00 AM,$94.00,Total for MA,"$215,417.00"
MA,11/8/2024 12:00:00 AM,$556.00,Total for MA,"$215,417.00"
MA,11/10/2024 12:00:00 AM,$639.00,Total for MA,"$215,417.00"
MA,11/27/2024 12:00:00 AM,"$1,516.00",Total for MA,"$215,417.00"
MA,12/5/2024 12:00:00 AM,"$1,169.00",Total for MA,"$215,417.00"
MA,12/14/2024 12:00:00 AM,$158.00,Total for MA,"$215,417.00"
MA,12/24/2024 12:00:00 AM,"$1,542.00",Total for MA,"$215,417.00"
MA,12/29/2024 12:00:00 AM,$710.00,Total for MA,"$215,417.00"
MA,1/3/2025 12:00:00 AM,$742.00,Total for MA,"$215,417.00"
MA,1/10/2025 12:00:00 AM,"$8,652.00",Total for MA,"$215,417.00"
MA,1/17/2025 12:00:00 AM,$654.00,Total for MA,"$215,417.00"
MA,1/19/2025 12:00:00 AM,$155.00,Total for MA,"$215,417.00"
MA,1/21/2025 12:00:00 AM,$426.00,Total for MA,"$215,417.00"
MA,1/29/2025 12:00:00 AM,$51.00,Total for MA,"$215,417.00"
MA,2/9/2025 12:00:00 AM,"$2,394.00",Total for MA,"$215,417.00"
MA,2/23/2025 12:00:00 AM,"$1,271.00",Total for MA,"$215,417.00"
MA,3/1/2025 12:00:00 AM,$690.00,Total for MA,"$215,417.00"
MA,3/11/2025 12:00:00 AM,"$1,712.00",Total for MA,"$215,417.00"
MA,3/21/2025 12:00:00 AM,$16.00,Total for MA,"$215,417.00"
MA,3/31/2025 12:00:00 AM,"$3,829.00",Total for MA,"$215,417.00"
MA,4/1/2025 12:00:00 AM,"$3,436.00",Total for MA,"$215,417.00"
MA,4/6/2025 12:00:00 AM,$66.00,Total for MA,"$215,417.00"
MA,4/14/2025 12:00:00 AM,$332.00,Total for MA,"$215,417.00"
MA,4/20/2025 12:00:00 AM,$147.00,Total for MA,"$215,417.00"
MA,4/26/2025 12:00:00 AM,$98.00,Total for MA,"$215,417.00"
MA,4/29/2025 12:00:00 AM,$40.00,Total for MA,"$215,417.00"
MA,5/4/2025 12:00:00 AM,$96.00,Total for MA,"$215,417.00"
MA,5/10/2025 12:00:00 AM,"$4,149.00",Total for MA,"$215,417.00"
MA,5/11/2025 12:00:00 AM,$528.00,Total for MA,"$215,417.00"
MA,5/13/2025 12:00:00 AM,$192.00,Total for MA,"$215,417.00"
MA,5/14/2025 12:00:00 AM,$958.00,Total for MA,"$215,417.00"
MA,5/31/2025 12:00:00 AM,$471.00,Total for MA,"$215,417.00"
MA,6/15/2025 12:00:00 AM,$28.00,Total for MA,"$215,417.00"
MA,6/18/2025 12:00:00 AM,"$1,148.00",Total for MA,"$215,417.00"
MA,7/2/2025 12:00:00 AM,$658.00,Total for MA,"$215,417.00"
MA,7/13/2025 12:00:00 AM,"$9,152.00",Total for MA,"$215,417.00"
MA,7/15/2025 12:00:00 AM,$64.00,Total for MA,"$215,417.00"
MA,7/23/2025 12:00:00 AM,$407.00,Total for MA,"$215,417.00"
MA,7/29/2025 12:00:00 AM,"$1,217.00",Total for MA,"$215,417.00"
MA,8/4/2025 12:00:00 AM,$248.00,Total for MA,"$215,417.00"
MA,8/12/2025 12:00:00 AM,$200.00,Total for MA,"$215,417.00"
MA,8/14/2025 12:00:00 AM,$484.00,Total for MA,"$215,417.00"
MA,8/24/2025 12:00:00 AM,$11.00,Total for MA,"$215,417.00"
MA,9/2/2025 12:00:00 AM,"$2,130.00",Total for MA,"$215,417.00"
MA,9/7/2025 12:00:00 AM,"$1,213.00",Total for MA,"$215,417.00"
MA,9/12/2025 12:00:00 AM,"$1,143.00",Total for MA,"$215,417.00"
MA,9/19/2025 12:00:00 AM,$56.00,Total for MA,"$215,417.00"
MA,9/25/2025 12:00:00 AM,"$3,705.00",Total for MA,"$215,417.00"
MA,9/26/2025 12:00:00 AM,$920.00,Total for MA,"$215,417.00"
MA,9/27/2025 12:00:00 AM,"$1,379.00",Total for MA,"$215,417.00"
MA,10/3/2025 12:00:00 AM,$770.00,Total for MA,"$215,417.00"
MA,10/10/2025 12:00:00 AM,"$1,560.00",Total for MA,"$215,417.00"
MA,10/22/2025 12:00:00 AM,"$1,112.00",Total for MA,"$215,417.00"
MA,11/1/2025 12:00:00 AM,$251.00,Total for MA,"$215,417.00"
MA,11/3/2025 12:00:00 AM,$515.00,Total for MA,"$215,417.00"
MA,11/12/2025 12:00:00 AM,$450.00,Total for MA,"$215,417.00"
MA,11/14/2025 12:00:00 AM,"$1,587.00",Total for MA,"$215,417.00"
MA,11/17/2025 12:00:00 AM,$25.00,Total for MA,"$215,417.00"
MA,11/25/2025 12:00:00 AM,$328.00,Total for MA,"$215,417.00"
MA,11/29/2025 12:00:00 AM,"$4,424.00",Total for MA,"$215,417.00"
MA,11/30/2025 12:00:00 AM,$560.00,Total for MA,"$215,417.00"
MA,12/4/2025 12:00:00 AM,"$1,595.00",Total for MA,"$215,417.00"
MA,12/27/2025 12:00:00 AM,$686.00,Total for MA,"$215,417.00"
MA,12/30/2025 12:00:00 AM,$518.00,Total for MA,"$215,417.00"
MD,1/6/2023 12:00:00 AM,$30.00,Total for MD,"$427,534.00"
MD,1/14/2023 12:00:00 AM,$261.00,Total for MD,"$427,534.00"
MD,1/25/2023 12:00:00 AM,$450.00,Total for MD,"$427,534.00"
MD,1/31/2023 12:00:00 AM,$77.00,Total for MD,"$427,534.00"
MD,2/7/2023 12:00:00 AM,"$4,872.00",Total for MD,"$427,534.00"
MD,2/18/2023 12:00:00 AM,"$7,992.00",Total for MD,"$427,534.00"
MD,2/22/2023 12:00:00 AM,$171.00,Total for MD,"$427,534.00"
MD,2/24/2023 12:00:00 AM,"$2,316.00",Total for MD,"$427,534.00"
MD,2/27/2023 12:00:00 AM,$11.00,Total for MD,"$427,534.00"
MD,3/3/2023 12:00:00 AM,$17.00,Total for MD,"$427,534.00"
MD,3/11/2023 12:00:00 AM,$514.00,Total for MD,"$427,534.00"
MD,3/16/2023 12:00:00 AM,"$12,152.00",Total for MD,"$427,534.00"
MD,3/18/2023 12:00:00 AM,"$1,668.00",Total for MD,"$427,534.00"
MD,3/19/2023 12:00:00 AM,$115.00,Total for MD,"$427,534.00"
MD,3/21/2023 12:00:00 AM,"$1,004.00",Total for MD,"$427,534.00"
MD,4/3/2023 12:00:00 AM,$94.00,Total for MD,"$427,534.00"
MD,4/10/2023 12:00:00 AM,"$1,712.00",Total for MD,"$427,534.00"
MD,4/11/2023 12:00:00 AM,"$2,536.00",Total for MD,"$427,534.00"
MD,4/15/2023 12:00:00 AM,"$21,896.00",Total for MD,"$427,534.00"
MD,4/21/2023 12:00:00 AM,$192.00,Total for MD,"$427,534.00"
MD,4/26/2023 12:00:00 AM,"$2,282.00",Total for MD,"$427,534.00"
MD,5/6/2023 12:00:00 AM,"$3,550.00",Total for MD,"$427,534.00"
MD,5/7/2023 12:00:00 AM,$742.00,Total for MD,"$427,534.00"
MD,5/18/2023 12:00:00 AM,"$2,094.00",Total for MD,"$427,534.00"
MD,5/20/2023 12:00:00 AM,$80.00,Total for MD,"$427,534.00"
MD,5/24/2023 12:00:00 AM,$273.00,Total for MD,"$427,534.00"
MD,5/30/2023 12:00:00 AM,"$4,048.00",Total for MD,"$427,534.00"
MD,5/31/2023 12:00:00 AM,"$2,955.00",Total for MD,"$427,534.00"
MD,6/8/2023 12:00:00 AM,"$9,060.00",Total for MD,"$427,534.00"
MD,6/12/2023 12:00:00 AM,"$16,040.00",Total for MD,"$427,534.00"
MD,6/17/2023 12:00:00 AM,"$2,005.00",Total for MD,"$427,534.00"
MD,6/29/2023 12:00:00 AM,"$5,676.00",Total for MD,"$427,534.00"
MD,7/3/2023 12:00:00 AM,"$7,635.00",Total for MD,"$427,534.00"
MD,7/6/2023 12:00:00 AM,"$9,476.00",Total for MD,"$427,534.00"
MD,7/10/2023 12:00:00 AM,$592.00,Total for MD,"$427,534.00"
MD,7/12/2023 12:00:00 AM,"$4,737.00",Total for MD,"$427,534.00"
MD,7/17/2023 12:00:00 AM,"$1,512.00",Total for MD,"$427,534.00"
MD,7/19/2023 12:00:00 AM,$60.00,Total for MD,"$427,534.00"
MD,7/24/2023 12:00:00 AM,$768.00,Total for MD,"$427,534.00"
MD,7/27/2023 12:00:00 AM,"$2,704.00",Total for MD,"$427,534.00"
MD,7/31/2023 12:00:00 AM,"$2,654.00",Total for MD,"$427,534.00"
MD,8/4/2023 12:00:00 AM,"$1,508.00",Total for MD,"$427,534.00"
MD,8/6/2023 12:00:00 AM,$561.00,Total for MD,"$427,534.00"
MD,8/12/2023 12:00:00 AM,"$2,130.00",Total for MD,"$427,534.00"
MD,8/13/2023 12:00:00 AM,"$1,287.00",Total for MD,"$427,534.00"
MD,8/18/2023 12:00:00 AM,$684.00,Total for MD,"$427,534.00"
MD,8/19/2023 12:00:00 AM,$76.00,Total for MD,"$427,534.00"
MD,8/30/2023 12:00:00 AM,"$1,572.00",Total for MD,"$427,534.00"
MD,9/1/2023 12:00:00 AM,"$4,330.00",Total for MD,"$427,534.00"
MD,9/9/2023 12:00:00 AM,$90.00,Total for MD,"$427,534.00"
MD,9/16/2023 12:00:00 AM,"$1,104.00",Total for MD,"$427,534.00"
MD,9/18/2023 12:00:00 AM,$140.00,Total for MD,"$427,534.00"
MD,9/21/2023 12:00:00 AM,$152.00,Total for MD,"$427,534.00"
MD,9/22/2023 12:00:00 AM,$765.00,Total for MD,"$427,534.00"
MD,9/25/2023 12:00:00 AM,"$3,428.00",Total for MD,"$427,534.00"
MD,9/28/2023 12:00:00 AM,$597.00,Total for MD,"$427,534.00"
MD,9/30/2023 12:00:00 AM,$424.00,Total for MD,"$427,534.00"
MD,10/1/2023 12:00:00 AM,"$3,866.00",Total for MD,"$427,534.00"
MD,10/3/2023 12:00:00 AM,"$4,206.00",Total for MD,"$427,534.00"
MD,10/21/2023 12:00:00 AM,$88.00,Total for MD,"$427,534.00"
MD,10/23/2023 12:00:00 AM,"$2,208.00",Total for MD,"$427,534.00"
MD,11/2/2023 12:00:00 AM,"$4,162.00",Total for MD,"$427,534.00"
MD,11/3/2023 12:00:00 AM,"$1,437.00",Total for MD,"$427,534.00"
MD,11/4/2023 12:00:00 AM,$238.00,Total for MD,"$427,534.00"
MD,11/10/2023 12:00:00 AM,"$1,742.00",Total for MD,"$427,534.00"
MD,11/13/2023 12:00:00 AM,"$4,233.00",Total for MD,"$427,534.00"
MD,11/20/2023 12:00:00 AM,$697.00,Total for MD,"$427,534.00"
MD,11/23/2023 12:00:00 AM,"$4,652.00",Total for MD,"$427,534.00"
MD,11/28/2023 12:00:00 AM,$70.00,Total for MD,"$427,534.00"
MD,12/13/2023 12:00:00 AM,$38.00,Total for MD,"$427,534.00"
MD,12/23/2023 12:00:00 AM,"$3,787.00",Total for MD,"$427,534.00"
MD,12/27/2023 12:00:00 AM,$52.00,Total for MD,"$427,534.00"
MD,1/10/2024 12:00:00 AM,"$1,332.00",Total for MD,"$427,534.00"
MD,1/12/2024 12:00:00 AM,$927.00,Total for MD,"$427,534.00"
MD,1/13/2024 12:00:00 AM,$86.00,Total for MD,"$427,534.00"
MD,1/20/2024 12:00:00 AM,"$1,836.00",Total for MD,"$427,534.00"
MD,1/23/2024 12:00:00 AM,$656.00,Total for MD,"$427,534.00"
MD,1/26/2024 12:00:00 AM,"$1,940.00",Total for MD,"$427,534.00"
MD,1/29/2024 12:00:00 AM,$2.00,Total for MD,"$427,534.00"
MD,2/3/2024 12:00:00 AM,$51.00,Total for MD,"$427,534.00"
MD,2/5/2024 12:00:00 AM,"$3,788.00",Total for MD,"$427,534.00"
MD,2/10/2024 12:00:00 AM,$123.00,Total for MD,"$427,534.00"
MD,2/15/2024 12:00:00 AM,$147.00,Total for MD,"$427,534.00"
MD,2/22/2024 12:00:00 AM,"$1,826.00",Total for MD,"$427,534.00"
MD,2/28/2024 12:00:00 AM,"$3,894.00",Total for MD,"$427,534.00"
MD,3/4/2024 12:00:00 AM,$638.00,Total for MD,"$427,534.00"
MD,3/15/2024 12:00:00 AM,"$2,046.00",Total for MD,"$427,534.00"
MD,3/19/2024 12:00:00 AM,$183.00,Total for MD,"$427,534.00"
MD,4/1/2024 12:00:00 AM,$38.00,Total for MD,"$427,534.00"
MD,4/4/2024 12:00:00 AM,$350.00,Total for MD,"$427,534.00"
MD,4/8/2024 12:00:00 AM,"$3,971.00",Total for MD,"$427,534.00"
MD,4/22/2024 12:00:00 AM,"$7,732.00",Total for MD,"$427,534.00"
MD,4/23/2024 12:00:00 AM,$51.00,Total for MD,"$427,534.00"
MD,4/24/2024 12:00:00 AM,"$2,032.00",Total for MD,"$427,534.00"
MD,4/28/2024 12:00:00 AM,"$1,985.00",Total for MD,"$427,534.00"
MD,5/7/2024 12:00:00 AM,$196.00,Total for MD,"$427,534.00"
MD,5/15/2024 12:00:00 AM,$72.00,Total for MD,"$427,534.00"
MD,5/17/2024 12:00:00 AM,"$4,718.00",Total for MD,"$427,534.00"
MD,5/18/2024 12:00:00 AM,$211.00,Total for MD,"$427,534.00"
MD,6/4/2024 12:00:00 AM,"$2,271.00",Total for MD,"$427,534.00"
MD,6/19/2024 12:00:00 AM,"$10,646.00",Total for MD,"$427,534.00"
MD,6/24/2024 12:00:00 AM,"$1,866.00",Total for MD,"$427,534.00"
MD,6/26/2024 12:00:00 AM,$117.00,Total for MD,"$427,534.00"
MD,6/27/2024 12:00:00 AM,$147.00,Total for MD,"$427,534.00"
MD,6/29/2024 12:00:00 AM,"$1,972.00",Total for MD,"$427,534.00"
MD,7/8/2024 12:00:00 AM,$124.00,Total for MD,"$427,534.00"
MD,7/11/2024 12:00:00 AM,$29.00,Total for MD,"$427,534.00"
MD,7/12/2024 12:00:00 AM,$35.00,Total for MD,"$427,534.00"
MD,7/16/2024 12:00:00 AM,$204.00,Total for MD,"$427,534.00"
MD,7/26/2024 12:00:00 AM,$48.00,Total for MD,"$427,534.00"
MD,7/27/2024 12:00:00 AM,$92.00,Total for MD,"$427,534.00"
MD,7/28/2024 12:00:00 AM,$21.00,Total for MD,"$427,534.00"
MD,8/11/2024 12:00:00 AM,$166.00,Total for MD,"$427,534.00"
MD,8/15/2024 12:00:00 AM,"$4,890.00",Total for MD,"$427,534.00"
MD,8/19/2024 12:00:00 AM,$28.00,Total for MD,"$427,534.00"
MD,8/25/2024 12:00:00 AM,$192.00,Total for MD,"$427,534.00"
MD,9/5/2024 12:00:00 AM,$216.00,Total for MD,"$427,534.00"
MD,9/12/2024 12:00:00 AM,$36.00,Total for MD,"$427,534.00"
MD,9/14/2024 12:00:00 AM,$46.00,Total for MD,"$427,534.00"
MD,9/17/2024 12:00:00 AM,"$1,428.00",Total for MD,"$427,534.00"
MD,9/18/2024 12:00:00 AM,"$3,372.00",Total for MD,"$427,534.00"
MD,9/21/2024 12:00:00 AM,"$4,520.00",Total for MD,"$427,534.00"
MD,9/26/2024 12:00:00 AM,"$8,477.00",Total for MD,"$427,534.00"
MD,9/28/2024 12:00:00 AM,$65.00,Total for MD,"$427,534.00"
